Date,Time,Signal,Price,Open,High,Low,Close
2024.02.22,03:20:00,BUY,2027.36,2027.24,2027.48,2026.88,2027.36
2024.02.22,04:05:00,BUY,2028.3,2027.47,2028.32,2027.47,2028.3
2024.02.22,04:40:00,BUY,2027.2,2027.14,2027.26,2026.9,2027.2
2024.02.22,06:00:00,SELL,2026.16,2026.34,2026.39,2026.03,2026.16
2024.02.22,06:15:00,BUY,2026.88,2026.67,2026.89,2026.59,2026.88
2024.02.22,06:25:00,BUY,2027.4,2026.77,2027.56,2026.73,2027.4
2024.02.22,13:20:00,BUY,2028.44,2028.37,2028.91,2028.33,2028.44
2024.02.22,15:20:00,SELL,2025.43,2027.22,2027.26,2024.99,2025.43
2024.02.23,03:10:00,BUY,2026.86,2026.69,2026.93,2026.46,2026.86
2024.02.23,04:40:00,BUY,2025.72,2025.49,2025.72,2025.44,2025.72
2024.02.23,04:55:00,SELL,2024.4,2024.59,2024.73,2024.3,2024.4
2024.02.23,07:40:00,SELL,2022.73,2023.42,2023.67,2022.27,2022.73
2024.02.23,13:30:00,SELL,2022.57,2022.88,2022.95,2022.11,2022.57
2024.02.23,13:55:00,BUY,2023.92,2023.69,2024.0,2023.49,2023.92
2024.02.23,14:15:00,BUY,2023.96,2023.48,2024.02,2023.43,2023.96
2024.02.26,07:10:00,BUY,2032.83,2032.68,2032.94,2032.62,2032.83
2024.02.26,07:45:00,BUY,2034.04,2033.11,2034.05,2033.11,2034.04
2024.02.26,08:30:00,BUY,2033.48,2033.25,2033.78,2033.14,2033.48
2024.02.26,09:10:00,BUY,2034.26,2033.52,2035.08,2033.52,2034.26
2024.02.26,11:05:00,SELL,2033.64,2033.88,2034.2,2033.6,2033.64
2024.02.26,14:55:00,SELL,2032.9,2033.27,2033.49,2032.59,2032.9
2024.02.26,15:10:00,SELL,2032.97,2033.24,2033.36,2032.81,2032.97
2024.02.26,15:35:00,BUY,2034.12,2033.7,2034.47,2033.58,2034.12
2024.02.26,15:55:00,SELL,2032.69,2033.06,2033.09,2032.18,2032.69
2024.02.26,22:10:00,BUY,2031.94,2031.53,2032.08,2031.48,2031.94
2024.02.26,23:20:00,BUY,2031.79,2031.7,2031.81,2031.66,2031.79
2024.02.26,23:45:00,SELL,2030.94,2031.29,2031.41,2030.94,2030.94
2024.02.27,02:00:00,BUY,2032.1,2031.31,2032.53,2031.31,2032.1
2024.02.27,03:00:00,BUY,2031.62,2031.6,2032.2,2031.32,2031.62
2024.02.27,16:20:00,BUY,2035.18,2035.14,2036.58,2035.14,2035.18
2024.02.27,16:50:00,BUY,2035.18,2035.17,2035.8,2034.58,2035.18
2024.02.27,17:30:00,SELL,2033.79,2034.57,2034.58,2032.9,2033.79
2024.02.27,17:40:00,SELL,2033.47,2034.3,2034.3,2033.4,2033.47
2024.02.27,18:00:00,SELL,2033.6,2033.84,2034.11,2033.02,2033.6
2024.02.27,20:30:00,SELL,2033.81,2034.61,2034.61,2033.45,2033.81
2024.02.28,04:00:00,SELL,2032.72,2033.44,2033.64,2032.65,2032.72
2024.02.28,14:35:00,SELL,2029.33,2029.42,2029.44,2028.93,2029.33
2024.02.28,15:10:00,BUY,2032.3,2030.31,2032.55,2030.27,2032.3
2024.02.29,15:35:00,BUY,2040.96,2037.82,2043.25,2037.82,2040.96
2024.03.01,07:30:00,BUY,2045.22,2044.48,2045.24,2044.45,2045.22
2024.03.01,10:05:00,SELL,2044.88,2044.95,2045.21,2044.53,2044.88
2024.03.01,11:40:00,BUY,2046.44,2046.12,2047.6,2046.1,2046.44
2024.03.04,12:45:00,BUY,2084.4,2083.74,2084.63,2083.57,2084.4
2024.03.04,13:40:00,SELL,2082.59,2083.26,2083.26,2082.4,2082.59
2024.03.04,13:55:00,SELL,2082.15,2082.86,2082.92,2081.88,2082.15
2024.03.04,14:20:00,SELL,2082.87,2082.92,2083.15,2082.84,2082.87
2024.03.04,14:40:00,SELL,2082.83,2083.01,2083.11,2082.52,2082.83
2024.03.04,15:20:00,SELL,2082.16,2082.37,2082.73,2081.22,2082.16
2024.03.04,15:45:00,BUY,2086.16,2085.0,2086.72,2084.97,2086.16
2024.03.06,02:30:00,BUY,2127.06,2126.82,2127.22,2126.69,2127.06
2024.03.06,07:35:00,SELL,2125.86,2126.95,2127.21,2125.76,2125.86
2024.03.06,09:05:00,BUY,2129.47,2128.87,2130.02,2128.49,2129.47
2024.03.06,10:25:00,SELL,2127.44,2127.98,2127.99,2126.59,2127.44
2024.03.06,11:55:00,BUY,2128.71,2128.35,2129.85,2128.1,2128.71
2024.03.06,12:10:00,SELL,2126.3,2127.15,2127.21,2126.2,2126.3
2024.03.07,16:40:00,SELL,2148.68,2150.89,2151.34,2148.01,2148.68
2024.03.07,17:25:00,SELL,2152.88,2153.62,2153.85,2151.76,2152.88
2024.03.07,18:05:00,SELL,2151.52,2152.46,2152.98,2150.76,2151.52
2024.03.07,18:25:00,BUY,2157.83,2155.7,2158.56,2154.95,2157.83
2024.03.08,04:05:00,SELL,2156.47,2157.43,2157.57,2156.47,2156.47
2024.03.08,04:35:00,SELL,2157.19,2157.29,2157.57,2157.07,2157.19
2024.03.08,06:10:00,BUY,2158.25,2158.18,2158.96,2158.09,2158.25
2024.03.08,06:35:00,SELL,2156.91,2157.41,2157.47,2156.89,2156.91
2024.03.08,07:20:00,SELL,2156.86,2157.22,2157.52,2156.57,2156.86
2024.03.08,07:35:00,SELL,2157.35,2157.41,2157.56,2156.48,2157.35
2024.03.08,08:25:00,BUY,2158.93,2157.95,2159.13,2157.94,2158.93
2024.03.08,15:35:00,BUY,2180.2,2178.22,2180.74,2175.07,2180.2
2024.03.11,09:00:00,SELL,2177.68,2178.03,2178.21,2177.33,2177.68
2024.03.11,09:55:00,BUY,2179.52,2179.31,2180.03,2179.26,2179.52
2024.03.11,10:20:00,BUY,2179.68,2179.4,2180.04,2179.22,2179.68
2024.03.11,10:45:00,BUY,2180.27,2180.12,2180.43,2179.49,2180.27
2024.03.11,11:40:00,SELL,2178.15,2178.56,2178.56,2177.8,2178.15
2024.03.11,12:15:00,SELL,2178.01,2178.65,2178.73,2177.76,2178.01
2024.03.11,12:50:00,BUY,2181.15,2180.45,2181.25,2180.39,2181.15
2024.03.11,13:15:00,BUY,2180.45,2179.8,2180.77,2179.67,2180.45
2024.03.11,13:25:00,SELL,2178.88,2179.1,2179.3,2178.61,2178.88
2024.03.11,14:55:00,SELL,2179.0,2179.36,2179.4,2178.58,2179.0
2024.03.11,15:15:00,SELL,2177.75,2179.0,2179.1,2177.41,2177.75
2024.03.11,15:40:00,SELL,2177.64,2177.74,2178.45,2176.65,2177.64
2024.03.11,16:35:00,BUY,2182.74,2179.88,2183.96,2179.88,2182.74
2024.03.11,17:25:00,BUY,2181.36,2180.56,2181.47,2179.81,2181.36
2024.03.11,20:00:00,BUY,2181.97,2180.84,2183.08,2180.84,2181.97
2024.03.11,20:50:00,SELL,2179.23,2179.41,2179.41,2178.28,2179.23
2024.03.11,21:15:00,SELL,2179.21,2179.29,2179.69,2178.88,2179.21
2024.03.11,22:00:00,BUY,2182.04,2180.9,2182.05,2180.71,2182.04
2024.03.12,04:05:00,BUY,2181.19,2180.99,2182.11,2180.98,2181.19
2024.03.12,04:35:00,SELL,2180.57,2180.75,2180.75,2180.04,2180.57
2024.03.12,04:45:00,BUY,2181.46,2181.04,2181.99,2180.88,2181.46
2024.03.12,05:15:00,SELL,2180.05,2180.51,2180.51,2179.81,2180.05
2024.03.12,05:30:00,SELL,2180.0,2180.63,2180.73,2180.0,2180.0
2024.03.12,15:55:00,SELL,2169.84,2172.56,2173.81,2169.84,2169.84
2024.03.13,09:15:00,BUY,2159.77,2159.74,2160.15,2159.71,2159.77
2024.03.13,09:40:00,SELL,2158.71,2158.94,2159.02,2158.44,2158.71
2024.03.13,10:00:00,BUY,2159.75,2159.48,2160.49,2159.32,2159.75
2024.03.13,10:15:00,BUY,2160.13,2160.1,2160.78,2159.88,2160.13
2024.03.13,10:35:00,BUY,2159.78,2159.12,2159.89,2159.0,2159.78
2024.03.13,10:55:00,BUY,2159.79,2159.64,2159.87,2159.08,2159.79
2024.03.13,11:55:00,SELL,2158.28,2158.56,2158.63,2157.93,2158.28
2024.03.13,12:15:00,BUY,2159.71,2159.13,2160.31,2159.09,2159.71
2024.03.13,12:35:00,BUY,2159.49,2158.99,2159.87,2158.97,2159.49
2024.03.13,13:05:00,BUY,2159.08,2158.76,2159.43,2158.76,2159.08
2024.03.14,06:45:00,BUY,2172.47,2171.5,2172.48,2171.5,2172.47
2024.03.14,07:20:00,SELL,2171.48,2171.69,2171.71,2171.45,2171.48
2024.03.14,07:45:00,SELL,2171.68,2171.69,2171.79,2171.58,2171.68
2024.03.14,08:00:00,SELL,2171.12,2171.78,2171.98,2171.12,2171.12
2024.03.15,04:15:00,BUY,2165.54,2164.38,2165.54,2164.29,2165.54
2024.03.15,04:40:00,SELL,2162.96,2163.32,2163.49,2162.81,2162.96
2024.03.15,06:25:00,BUY,2164.07,2163.65,2164.53,2163.52,2164.07
2024.03.15,15:10:00,SELL,2163.22,2164.6,2164.86,2162.74,2163.22
2024.03.15,15:25:00,SELL,2163.0,2164.55,2164.64,2162.16,2163.0
2024.03.15,18:00:00,SELL,2161.96,2164.33,2164.35,2161.89,2161.96
2024.03.18,11:25:00,SELL,2152.75,2153.08,2153.36,2152.53,2152.75
2024.03.18,12:05:00,BUY,2154.88,2153.97,2154.94,2153.7,2154.88
2024.03.19,04:50:00,BUY,2159.95,2159.65,2159.97,2159.52,2159.95
2024.03.19,06:55:00,BUY,2161.56,2161.4,2161.82,2161.28,2161.56
2024.03.19,08:05:00,SELL,2158.95,2159.38,2159.38,2158.53,2158.95
2024.03.19,15:50:00,SELL,2157.57,2157.59,2157.82,2156.79,2157.57
2024.03.19,16:10:00,SELL,2156.66,2157.86,2157.93,2156.12,2156.66
2024.03.19,20:15:00,SELL,2154.55,2155.75,2155.83,2154.43,2154.55
2024.03.19,20:30:00,BUY,2156.86,2156.47,2157.1,2156.21,2156.86
2024.03.19,20:55:00,BUY,2156.93,2156.76,2157.4,2156.68,2156.93
2024.03.19,21:30:00,BUY,2157.1,2156.4,2157.11,2156.07,2157.1
2024.03.20,03:45:00,BUY,2156.21,2155.59,2156.21,2155.42,2156.21
2024.03.20,08:25:00,BUY,2157.74,2157.26,2157.92,2157.22,2157.74
2024.03.20,09:45:00,BUY,2157.6,2156.98,2157.67,2156.79,2157.6
2024.03.20,10:50:00,BUY,2158.3,2157.26,2158.58,2157.2,2158.3
2024.03.20,11:05:00,SELL,2155.77,2156.49,2156.54,2155.66,2155.77
2024.03.20,17:00:00,BUY,2163.41,2157.95,2164.08,2157.49,2163.41
2024.03.20,18:05:00,BUY,2158.11,2157.7,2158.69,2157.61,2158.11
2024.03.20,19:05:00,BUY,2158.05,2157.59,2158.11,2157.36,2158.05
2024.03.20,20:25:00,BUY,2157.95,2157.44,2157.99,2157.38,2157.95
2024.03.22,16:00:00,SELL,2173.98,2174.61,2174.61,2172.6,2173.98
2024.03.22,16:40:00,BUY,2175.76,2175.03,2176.53,2174.38,2175.76
2024.03.22,18:05:00,SELL,2170.23,2171.66,2172.08,2170.22,2170.23
2024.03.25,02:25:00,SELL,2167.0,2167.29,2167.38,2166.9,2167.0
2024.03.25,02:45:00,BUY,2168.69,2167.84,2168.78,2167.75,2168.69
2024.03.25,03:20:00,SELL,2165.35,2165.68,2165.9,2164.77,2165.35
2024.03.25,04:20:00,BUY,2173.32,2171.25,2173.94,2171.25,2173.32
2024.03.25,09:15:00,SELL,2167.34,2167.79,2167.79,2166.65,2167.34
2024.03.25,10:55:00,SELL,2165.88,2166.27,2166.43,2165.56,2165.88
2024.03.25,11:25:00,SELL,2166.31,2166.75,2166.77,2166.1,2166.31
2024.03.25,22:25:00,BUY,2172.53,2172.28,2172.64,2171.9,2172.53
2024.03.25,22:55:00,SELL,2171.0,2171.09,2171.28,2170.76,2171.0
2024.03.26,01:40:00,BUY,2172.89,2172.22,2173.59,2171.91,2172.89
2024.03.26,02:00:00,BUY,2172.52,2172.05,2172.67,2171.96,2172.52
2024.03.26,02:55:00,BUY,2172.96,2172.36,2173.25,2172.35,2172.96
2024.03.26,04:25:00,SELL,2171.38,2172.04,2172.04,2170.87,2171.38
2024.03.26,08:55:00,SELL,2172.97,2173.05,2173.17,2172.61,2172.97
2024.03.26,09:20:00,SELL,2172.24,2172.9,2172.99,2171.7,2172.24
2024.03.26,11:15:00,BUY,2175.34,2173.64,2175.38,2173.58,2175.34
2024.03.26,18:25:00,SELL,2178.04,2178.14,2178.73,2177.62,2178.04
2024.03.26,20:35:00,SELL,2178.18,2178.59,2178.88,2178.03,2178.18
2024.03.27,09:20:00,SELL,2177.96,2178.11,2178.36,2177.81,2177.96
2024.03.27,09:45:00,BUY,2179.37,2178.55,2180.13,2178.55,2179.37
2024.03.27,10:00:00,SELL,2177.22,2177.71,2177.88,2177.02,2177.22
2024.03.27,10:10:00,BUY,2179.29,2179.12,2180.42,2179.08,2179.29
2024.03.27,12:05:00,BUY,2179.3,2178.66,2179.98,2178.48,2179.3
2024.03.28,04:10:00,SELL,2188.07,2188.35,2188.42,2187.6,2188.07
2024.03.28,04:40:00,SELL,2188.43,2189.33,2189.36,2188.31,2188.43
2024.03.28,05:15:00,BUY,2192.16,2191.35,2192.59,2191.18,2192.16
2024.03.28,10:55:00,BUY,2193.8,2193.1,2194.41,2192.93,2193.8
2024.03.28,11:20:00,BUY,2194.79,2193.36,2194.86,2193.23,2194.79
2024.03.28,12:15:00,BUY,2195.35,2194.32,2195.5,2194.3,2195.35
2024.04.01,14:20:00,BUY,2249.51,2248.65,2249.6,2248.29,2249.51
2024.04.01,15:55:00,BUY,2252.58,2251.61,2252.68,2251.35,2252.58
2024.04.01,16:40:00,SELL,2248.88,2250.44,2251.31,2248.09,2248.88
2024.04.02,04:25:00,BUY,2249.23,2248.65,2249.31,2248.51,2249.23
2024.04.02,18:05:00,BUY,2259.7,2257.13,2260.4,2257.04,2259.7
2024.04.02,18:30:00,SELL,2251.89,2255.41,2255.44,2250.84,2251.89
2024.04.02,18:50:00,BUY,2259.26,2257.98,2259.52,2257.26,2259.26
2024.04.02,19:15:00,SELL,2255.16,2255.27,2255.86,2254.17,2255.16
2024.04.02,19:25:00,BUY,2257.83,2256.76,2258.0,2256.72,2257.83
2024.04.03,10:20:00,SELL,2274.25,2275.05,2275.94,2274.1,2274.25
2024.04.03,16:10:00,SELL,2275.15,2277.37,2278.41,2274.95,2275.15
2024.04.03,17:40:00,BUY,2283.84,2279.53,2283.84,2279.39,2283.84
2024.04.04,10:50:00,SELL,2292.69,2295.17,2295.69,2291.97,2292.69
2024.04.04,18:00:00,SELL,2294.63,2295.23,2295.62,2293.7,2294.63
2024.04.04,21:05:00,BUY,2294.75,2294.44,2297.15,2294.33,2294.75
2024.04.04,22:05:00,BUY,2298.86,2297.23,2299.68,2296.26,2298.86
2024.04.04,22:20:00,BUY,2296.85,2294.42,2297.33,2294.05,2296.85
2024.04.04,22:35:00,SELL,2284.97,2290.68,2292.4,2284.82,2284.97
2024.04.05,01:30:00,SELL,2290.78,2291.83,2291.87,2290.5,2290.78
2024.04.05,10:35:00,SELL,2285.01,2285.32,2285.56,2284.21,2285.01
2024.04.05,15:55:00,BUY,2290.89,2286.35,2290.94,2285.51,2290.89
2024.04.08,03:55:00,SELL,2306.24,2307.06,2307.23,2306.12,2306.24
2024.04.08,04:25:00,BUY,2313.56,2310.72,2314.2,2309.99,2313.56
2024.04.08,15:25:00,SELL,2326.79,2328.65,2328.9,2322.77,2326.79
2024.04.08,16:55:00,SELL,2327.51,2328.43,2329.03,2326.99,2327.51
2024.04.08,18:15:00,SELL,2328.93,2330.24,2330.93,2328.34,2328.93
2024.04.08,18:35:00,SELL,2329.45,2330.6,2331.32,2329.4,2329.45
2024.04.09,15:40:00,BUY,2349.79,2347.43,2350.39,2347.42,2349.79
2024.04.09,17:55:00,BUY,2352.88,2351.21,2353.73,2350.65,2352.88
2024.04.09,18:10:00,SELL,2344.41,2346.27,2348.25,2344.04,2344.41
2024.04.09,18:25:00,SELL,2345.81,2347.0,2348.4,2345.66,2345.81
2024.04.09,23:00:00,BUY,2351.68,2351.23,2352.05,2350.73,2351.68
2024.04.10,01:25:00,BUY,2352.78,2351.67,2353.07,2351.65,2352.78
2024.04.10,02:10:00,BUY,2353.67,2352.99,2353.78,2352.98,2353.67
2024.04.10,03:50:00,SELL,2351.87,2351.9,2352.21,2351.13,2351.87
2024.04.10,05:35:00,BUY,2353.03,2352.78,2354.06,2352.33,2353.03
2024.04.10,06:05:00,BUY,2352.53,2352.32,2353.28,2351.99,2352.53
2024.04.10,06:35:00,BUY,2351.75,2351.62,2352.48,2351.55,2351.75
2024.04.10,12:25:00,SELL,2349.79,2351.46,2351.63,2349.44,2349.79
2024.04.10,17:40:00,SELL,2348.4,2349.17,2349.66,2346.55,2348.4
2024.04.10,17:55:00,SELL,2346.3,2348.28,2349.34,2345.82,2346.3
2024.04.11,04:25:00,BUY,2340.84,2339.7,2341.23,2339.69,2340.84
2024.04.11,09:15:00,SELL,2336.45,2337.0,2337.0,2334.48,2336.45
2024.04.11,09:50:00,SELL,2336.62,2336.83,2337.22,2336.21,2336.62
2024.04.11,10:35:00,SELL,2337.26,2337.79,2338.04,2336.74,2337.26
2024.04.11,11:05:00,SELL,2335.1,2337.67,2337.67,2334.08,2335.1
2024.04.11,13:20:00,SELL,2334.26,2335.71,2335.75,2333.55,2334.26
2024.04.11,13:55:00,BUY,2338.58,2337.22,2339.26,2336.92,2338.58
2024.04.11,14:50:00,BUY,2339.39,2338.09,2339.69,2337.8,2339.39
2024.04.11,15:20:00,SELL,2333.67,2334.14,2334.5,2331.79,2333.67
2024.04.11,16:10:00,BUY,2341.72,2340.02,2343.09,2339.79,2341.72
2024.04.11,18:00:00,BUY,2340.9,2338.99,2342.06,2338.66,2340.9
2024.04.11,18:35:00,BUY,2342.01,2339.48,2342.64,2339.16,2342.01
2024.04.15,14:00:00,BUY,2357.27,2356.84,2358.2,2356.54,2357.27
2024.04.15,15:45:00,BUY,2357.85,2356.94,2358.82,2355.91,2357.85
2024.04.15,16:15:00,SELL,2353.38,2354.46,2354.46,2352.92,2353.38
2024.04.15,16:35:00,SELL,2350.56,2354.29,2354.96,2349.17,2350.56
2024.04.15,19:45:00,BUY,2356.6,2356.19,2358.42,2354.79,2356.6
2024.04.16,17:55:00,BUY,2382.92,2381.29,2383.43,2379.38,2382.92
2024.04.16,18:30:00,BUY,2383.38,2379.93,2383.39,2378.61,2383.38
2024.04.17,01:00:00,BUY,2383.61,2381.95,2384.37,2381.39,2383.61
2024.04.17,07:00:00,SELL,2381.67,2381.77,2382.06,2381.28,2381.67
2024.04.17,07:30:00,SELL,2381.17,2382.15,2382.2,2381.17,2381.17
2024.04.17,11:20:00,BUY,2386.57,2385.86,2386.74,2384.93,2386.57
2024.04.17,15:15:00,BUY,2386.43,2385.65,2387.21,2385.44,2386.43
2024.04.17,15:30:00,SELL,2382.59,2384.48,2384.49,2381.61,2382.59
2024.04.17,16:05:00,BUY,2386.55,2385.38,2387.29,2384.72,2386.55
2024.04.18,07:40:00,SELL,2374.83,2375.9,2376.15,2374.26,2374.83
2024.04.18,08:15:00,SELL,2374.69,2375.4,2375.67,2374.26,2374.69
2024.04.18,08:45:00,BUY,2376.15,2376.08,2376.56,2375.47,2376.15
2024.04.18,17:35:00,SELL,2372.71,2374.48,2374.48,2369.64,2372.71
2024.04.18,17:55:00,BUY,2380.0,2378.32,2382.85,2377.83,2380.0
2024.04.18,23:10:00,SELL,2379.98,2380.03,2380.05,2379.29,2379.98
2024.04.19,02:55:00,SELL,2379.92,2380.17,2380.6,2379.87,2379.92
2024.04.19,04:05:00,BUY,2386.75,2383.97,2388.09,2382.42,2386.75
2024.04.19,09:10:00,SELL,2383.55,2384.14,2384.26,2382.64,2383.55
2024.04.19,09:55:00,BUY,2390.13,2384.93,2391.91,2384.93,2390.13
2024.04.19,11:05:00,SELL,2381.7,2383.83,2384.23,2381.07,2381.7
2024.04.19,11:50:00,SELL,2383.61,2384.53,2384.76,2382.63,2383.61
2024.04.19,12:10:00,SELL,2383.75,2385.03,2385.14,2383.65,2383.75
2024.04.19,17:15:00,BUY,2388.97,2385.91,2388.97,2385.69,2388.97
2024.04.19,23:05:00,BUY,2388.17,2387.19,2388.34,2386.87,2388.17
2024.04.22,02:15:00,SELL,2386.19,2386.6,2386.86,2385.17,2386.19
2024.04.22,03:00:00,SELL,2383.53,2386.54,2386.59,2383.26,2383.53
2024.04.23,15:45:00,SELL,2310.47,2311.66,2311.66,2309.09,2310.47
2024.04.24,04:05:00,BUY,2320.14,2319.37,2321.98,2318.79,2320.14
2024.04.24,05:40:00,BUY,2319.03,2318.63,2319.63,2318.2,2319.03
2024.04.24,10:25:00,SELL,2322.08,2323.27,2323.99,2322.07,2322.08
2024.04.24,10:35:00,SELL,2323.27,2323.64,2323.75,2322.65,2323.27
2024.04.24,15:45:00,SELL,2319.67,2320.51,2321.0,2318.77,2319.67
2024.04.24,15:55:00,BUY,2323.31,2323.25,2323.51,2321.47,2323.31
2024.04.24,16:05:00,BUY,2323.3,2322.74,2325.72,2322.4,2323.3
2024.04.24,17:35:00,BUY,2326.36,2323.76,2326.92,2323.57,2326.36
2024.04.24,20:50:00,BUY,2323.54,2322.67,2323.83,2322.67,2323.54
2024.04.24,21:20:00,BUY,2322.95,2322.61,2323.93,2322.54,2322.95
2024.04.24,21:30:00,SELL,2319.06,2321.65,2321.9,2318.71,2319.06
2024.04.24,22:35:00,SELL,2320.81,2321.62,2321.93,2320.65,2320.81
2024.04.25,05:30:00,BUY,2322.06,2320.27,2322.14,2319.95,2322.06
2024.04.25,06:10:00,SELL,2306.86,2316.78,2317.22,2305.1,2306.86
2024.04.25,09:00:00,SELL,2318.88,2319.59,2319.8,2318.22,2318.88
2024.04.25,09:15:00,SELL,2318.67,2319.78,2319.85,2317.87,2318.67
2024.04.25,09:50:00,BUY,2321.54,2320.54,2323.17,2320.16,2321.54
2024.04.25,16:15:00,SELL,2314.08,2319.72,2320.17,2312.91,2314.08
2024.04.25,16:50:00,SELL,2319.01,2320.2,2320.42,2317.81,2319.01
2024.04.25,17:05:00,SELL,2317.84,2318.89,2319.63,2317.03,2317.84
2024.04.25,17:15:00,BUY,2323.35,2321.18,2324.07,2320.85,2323.35
2024.04.26,03:50:00,BUY,2330.24,2330.04,2330.47,2329.7,2330.24
2024.04.26,04:10:00,SELL,2327.39,2328.84,2328.96,2326.37,2327.39
2024.04.26,17:00:00,BUY,2344.51,2341.55,2344.98,2341.32,2344.51
2024.04.26,17:35:00,SELL,2332.17,2338.24,2338.31,2331.91,2332.17
2024.04.26,20:55:00,SELL,2338.58,2338.92,2339.17,2338.11,2338.58
2024.04.26,21:40:00,SELL,2339.16,2339.42,2339.73,2338.94,2339.16
2024.04.29,08:15:00,SELL,2333.33,2334.39,2334.64,2333.2,2333.33
2024.04.29,10:35:00,BUY,2336.86,2336.66,2337.95,2336.44,2336.86
2024.04.29,15:30:00,SELL,2331.98,2333.9,2334.23,2331.93,2331.98
2024.04.29,16:40:00,SELL,2330.96,2331.2,2331.32,2325.64,2330.96
2024.04.29,17:00:00,BUY,2335.91,2334.02,2336.45,2333.98,2335.91
2024.04.29,18:20:00,BUY,2336.48,2334.87,2336.89,2334.83,2336.48
2024.04.29,23:20:00,SELL,2335.99,2336.46,2336.59,2335.78,2335.99
2024.04.29,23:50:00,SELL,2336.52,2336.86,2336.86,2336.37,2336.52
2024.05.01,12:45:00,BUY,2291.22,2289.63,2291.71,2289.5,2291.22
2024.05.02,08:30:00,BUY,2314.72,2314.55,2315.4,2314.21,2314.72
2024.05.02,09:10:00,BUY,2316.43,2315.15,2316.53,2314.9,2316.43
2024.05.02,09:55:00,SELL,2313.68,2314.07,2314.2,2312.6,2313.68
2024.05.02,10:05:00,SELL,2311.07,2314.65,2315.11,2311.0,2311.07
2024.05.02,21:25:00,BUY,2307.41,2307.06,2307.54,2306.76,2307.41
2024.05.02,22:25:00,SELL,2304.23,2304.58,2304.93,2304.17,2304.23
2024.05.03,02:20:00,BUY,2303.57,2303.33,2303.94,2303.31,2303.57
2024.05.03,02:50:00,BUY,2304.1,2303.01,2304.12,2302.87,2304.1
2024.05.03,03:45:00,BUY,2302.81,2302.23,2302.93,2302.11,2302.81
2024.05.03,05:20:00,SELL,2299.98,2300.62,2300.99,2299.97,2299.98
2024.05.03,05:45:00,SELL,2300.95,2301.03,2301.08,2300.28,2300.95
2024.05.03,06:15:00,SELL,2300.79,2301.19,2301.31,2300.59,2300.79
2024.05.03,06:55:00,BUY,2302.47,2301.88,2302.47,2301.67,2302.47
2024.05.03,09:25:00,SELL,2301.54,2301.65,2301.96,2301.36,2301.54
2024.05.03,12:40:00,SELL,2302.25,2302.55,2302.99,2302.14,2302.25
2024.05.03,15:55:00,BUY,2304.82,2302.4,2306.37,2302.31,2304.82
2024.05.03,16:10:00,BUY,2305.69,2303.99,2307.28,2303.99,2305.69
2024.05.03,20:45:00,BUY,2300.78,2300.53,2301.29,2300.08,2300.78
2024.05.03,21:30:00,SELL,2297.53,2298.41,2298.96,2297.46,2297.53
2024.05.03,22:00:00,SELL,2298.08,2299.36,2299.38,2296.33,2298.08
2024.05.03,22:25:00,SELL,2298.74,2298.82,2298.92,2298.35,2298.74
2024.05.03,22:55:00,BUY,2301.45,2300.02,2301.53,2299.96,2301.45
2024.05.06,02:35:00,SELL,2294.5,2294.92,2295.83,2293.67,2294.5
2024.05.06,04:05:00,BUY,2306.58,2305.73,2307.65,2303.24,2306.58
2024.05.07,05:45:00,SELL,2321.57,2322.79,2322.98,2321.33,2321.57
2024.05.07,06:40:00,SELL,2322.19,2322.86,2322.87,2322.03,2322.19
2024.05.07,06:55:00,BUY,2325.02,2324.24,2325.18,2324.11,2325.02
2024.05.07,07:25:00,SELL,2322.99,2323.88,2324.06,2322.92,2322.99
2024.05.07,16:25:00,SELL,2318.27,2319.88,2320.39,2318.09,2318.27
2024.05.07,16:45:00,SELL,2318.13,2320.4,2320.4,2317.67,2318.13
2024.05.07,17:35:00,SELL,2318.56,2320.15,2320.26,2318.06,2318.56
2024.05.07,17:50:00,SELL,2319.41,2319.57,2320.1,2319.14,2319.41
2024.05.08,01:30:00,SELL,2315.85,2316.23,2316.27,2315.58,2315.85
2024.05.08,03:30:00,SELL,2315.06,2315.13,2315.55,2314.64,2315.06
2024.05.08,05:55:00,BUY,2317.21,2315.89,2317.51,2315.89,2317.21
2024.05.08,09:50:00,SELL,2314.4,2315.22,2315.23,2313.68,2314.4
2024.05.08,14:35:00,BUY,2317.38,2315.25,2317.72,2315.08,2317.38
2024.05.08,16:00:00,BUY,2316.02,2314.61,2316.25,2314.51,2316.02
2024.05.08,16:15:00,SELL,2307.62,2312.83,2314.02,2306.92,2307.62
2024.05.08,18:20:00,BUY,2316.76,2314.29,2316.92,2314.27,2316.76
2024.05.08,20:30:00,BUY,2315.28,2314.6,2315.6,2314.37,2315.28
2024.05.08,21:00:00,SELL,2312.97,2313.89,2313.91,2312.84,2312.97
2024.05.09,06:25:00,SELL,2311.85,2312.35,2312.43,2311.64,2311.85
2024.05.09,07:05:00,BUY,2313.59,2312.88,2314.17,2312.66,2313.59
2024.05.09,10:25:00,SELL,2311.21,2312.32,2312.32,2310.23,2311.21
2024.05.09,11:50:00,SELL,2311.33,2311.78,2312.01,2310.95,2311.33
2024.05.09,14:05:00,BUY,2312.97,2312.27,2313.37,2312.14,2312.97
2024.05.10,18:15:00,BUY,2362.56,2361.93,2363.51,2361.64,2362.56
