Date,Time,Signal,Price,Open,High,Low,Close
2024.05.10,22:30:00,SELL,2363.74,2363.97,2364.18,2363.26,2363.74
2024.05.14,04:25:00,SELL,2338.72,2338.87,2339.27,2338.12,2338.72
2024.05.14,04:40:00,SELL,2338.92,2339.17,2339.3,2337.82,2338.92
2024.05.14,04:55:00,BUY,2342.06,2340.5,2342.15,2340.5,2342.06
2024.05.14,10:20:00,SELL,2336.38,2338.03,2338.07,2336.12,2336.38
2024.05.14,11:40:00,BUY,2341.06,2339.32,2341.22,2339.32,2341.06
2024.05.14,15:35:00,BUY,2345.11,2341.4,2346.76,2341.31,2345.11
2024.05.15,15:30:00,BUY,2370.85,2361.19,2379.0,2361.18,2370.85
2024.05.15,16:50:00,SELL,2353.67,2359.23,2359.53,2351.87,2353.67
2024.05.15,17:20:00,BUY,2363.95,2362.16,2365.51,2361.99,2363.95
2024.05.16,10:20:00,BUY,2389.91,2387.84,2390.22,2387.84,2389.91
2024.05.16,11:20:00,SELL,2386.7,2387.17,2387.88,2386.66,2386.7
2024.05.17,05:35:00,SELL,2379.15,2379.26,2379.54,2378.3,2379.15
2024.05.17,08:05:00,BUY,2380.47,2379.29,2380.67,2379.24,2380.47
2024.05.20,14:40:00,SELL,2427.84,2429.85,2430.42,2427.68,2427.84
2024.05.20,14:50:00,SELL,2429.6,2430.45,2430.55,2428.93,2429.6
2024.05.20,21:15:00,BUY,2436.12,2434.95,2436.17,2434.74,2436.12
2024.05.20,22:20:00,SELL,2430.65,2432.1,2432.38,2429.52,2430.65
2024.05.21,04:25:00,BUY,2430.69,2430.12,2433.13,2429.77,2430.69
2024.05.21,04:50:00,SELL,2425.06,2428.14,2428.63,2424.59,2425.06
2024.05.21,14:10:00,SELL,2419.35,2419.78,2420.17,2418.86,2419.35
2024.05.21,14:50:00,BUY,2422.53,2421.72,2422.78,2421.7,2422.53
2024.05.21,16:05:00,BUY,2426.03,2423.31,2427.57,2422.22,2426.03
2024.05.21,18:55:00,BUY,2423.45,2422.73,2423.61,2421.05,2423.45
2024.05.21,19:45:00,BUY,2421.32,2421.21,2421.65,2420.55,2421.32
2024.05.21,20:25:00,BUY,2422.07,2421.79,2422.07,2421.01,2422.07
2024.05.21,21:55:00,BUY,2420.49,2420.16,2420.63,2419.92,2420.49
2024.05.22,01:00:00,BUY,2421.3,2421.25,2421.93,2420.9,2421.3
2024.05.22,02:40:00,BUY,2421.98,2421.58,2422.2,2421.43,2421.98
2024.05.22,03:00:00,BUY,2422.37,2421.79,2422.55,2421.64,2422.37
2024.05.22,03:50:00,SELL,2421.13,2421.51,2421.59,2420.5,2421.13
2024.05.22,04:30:00,SELL,2420.02,2421.52,2421.52,2419.4,2420.02
2024.05.22,05:05:00,BUY,2424.83,2423.81,2426.23,2423.8,2424.83
2024.05.22,05:45:00,SELL,2418.42,2421.96,2421.96,2417.7,2418.42
2024.05.22,13:10:00,SELL,2417.45,2417.68,2417.87,2417.07,2417.45
2024.05.24,09:10:00,BUY,2339.18,2338.37,2339.53,2337.85,2339.18
2024.05.24,19:40:00,SELL,2334.23,2335.2,2335.52,2334.15,2334.23
2024.05.24,21:40:00,SELL,2336.3,2336.61,2336.71,2336.13,2336.3
2024.05.27,01:40:00,BUY,2339.08,2338.46,2340.7,2338.19,2339.08
2024.05.27,03:10:00,SELL,2336.51,2336.87,2337.02,2335.59,2336.51
2024.05.27,04:25:00,BUY,2339.2,2338.96,2339.35,2337.87,2339.2
2024.05.27,11:10:00,BUY,2341.48,2340.19,2341.66,2340.19,2341.48
2024.05.28,08:55:00,SELL,2350.48,2350.78,2350.79,2349.67,2350.48
2024.05.28,15:15:00,BUY,2352.05,2350.54,2352.36,2350.05,2352.05
2024.05.28,17:20:00,BUY,2352.61,2350.32,2353.47,2349.83,2352.61
2024.05.29,06:00:00,BUY,2356.64,2355.69,2357.3,2355.68,2356.64
2024.05.29,09:00:00,SELL,2355.48,2356.76,2356.81,2354.7,2355.48
2024.05.30,12:35:00,SELL,2332.83,2334.63,2334.72,2332.33,2332.83
2024.05.30,13:50:00,BUY,2336.91,2336.28,2337.89,2336.19,2336.91
2024.05.31,07:00:00,BUY,2344.97,2343.75,2345.04,2343.37,2344.97
2024.05.31,07:20:00,SELL,2342.45,2342.72,2342.84,2342.33,2342.45
2024.05.31,08:05:00,SELL,2343.18,2343.24,2343.24,2342.67,2343.18
2024.05.31,08:25:00,SELL,2342.72,2342.95,2343.24,2341.84,2342.72
2024.05.31,08:55:00,SELL,2342.46,2343.04,2343.3,2341.74,2342.46
2024.05.31,09:40:00,BUY,2345.2,2344.54,2345.31,2344.21,2345.2
2024.05.31,10:30:00,SELL,2342.49,2343.62,2343.62,2342.1,2342.49
2024.05.31,12:00:00,SELL,2341.58,2343.3,2343.35,2341.57,2341.58
2024.05.31,13:25:00,SELL,2342.19,2342.88,2342.93,2341.85,2342.19
2024.05.31,14:10:00,BUY,2344.47,2343.88,2344.48,2343.58,2344.47
2024.05.31,14:40:00,BUY,2344.29,2343.99,2344.84,2343.82,2344.29
2024.05.31,15:10:00,BUY,2343.98,2343.69,2344.55,2343.39,2343.98
2024.06.03,10:25:00,SELL,2324.93,2326.16,2326.77,2324.79,2324.93
2024.06.03,11:25:00,BUY,2327.71,2327.19,2328.18,2326.81,2327.71
2024.06.03,12:05:00,BUY,2327.11,2326.43,2327.84,2326.2,2327.11
2024.06.03,12:45:00,BUY,2326.64,2326.57,2326.64,2325.83,2326.64
2024.06.04,09:55:00,SELL,2344.5,2345.69,2345.87,2344.29,2344.5
2024.06.05,03:50:00,SELL,2328.3,2328.67,2328.86,2328.16,2328.3
2024.06.05,04:45:00,BUY,2329.49,2329.42,2330.36,2329.31,2329.49
2024.06.05,09:25:00,BUY,2331.35,2331.02,2331.74,2330.41,2331.35
2024.06.05,10:35:00,BUY,2331.66,2330.45,2331.76,2330.03,2331.66
2024.06.05,13:20:00,BUY,2331.57,2331.28,2331.87,2331.21,2331.57
2024.06.05,15:00:00,BUY,2332.95,2332.56,2333.51,2332.51,2332.95
2024.06.06,11:40:00,BUY,2361.56,2360.96,2362.09,2360.84,2361.56
2024.06.06,13:05:00,SELL,2360.48,2360.67,2360.77,2360.13,2360.48
2024.06.06,13:40:00,SELL,2360.11,2360.7,2360.74,2359.53,2360.11
2024.06.06,14:40:00,SELL,2360.9,2361.08,2361.26,2360.12,2360.9
2024.06.06,15:35:00,SELL,2358.29,2361.41,2361.43,2357.76,2358.29
2024.06.06,17:35:00,BUY,2364.35,2363.77,2365.25,2363.71,2364.35
2024.06.10,12:35:00,SELL,2296.51,2296.67,2296.76,2295.39,2296.51
2024.06.10,12:50:00,SELL,2295.16,2295.97,2296.17,2295.01,2295.16
2024.06.10,13:40:00,BUY,2297.29,2296.78,2297.45,2296.78,2297.29
2024.06.10,13:50:00,BUY,2298.26,2297.44,2298.33,2297.03,2298.26
2024.06.11,04:20:00,BUY,2309.56,2307.46,2309.56,2306.86,2309.56
2024.06.11,04:55:00,SELL,2302.91,2303.36,2304.08,2301.71,2302.91
2024.06.11,11:45:00,SELL,2306.19,2306.44,2306.78,2305.78,2306.19
2024.06.11,12:05:00,SELL,2305.78,2306.67,2306.79,2304.87,2305.78
2024.06.11,13:05:00,SELL,2305.71,2305.79,2306.14,2305.29,2305.71
2024.06.11,13:25:00,BUY,2307.98,2307.4,2308.67,2307.28,2307.98
2024.06.11,14:25:00,BUY,2307.03,2306.89,2307.43,2306.46,2307.03
2024.06.11,14:55:00,BUY,2307.64,2306.95,2307.69,2306.45,2307.64
2024.06.11,19:55:00,BUY,2308.61,2308.11,2309.02,2307.91,2308.61
2024.06.12,04:30:00,BUY,2312.24,2312.04,2313.93,2311.9,2312.24
2024.06.12,04:55:00,BUY,2314.51,2314.4,2315.19,2313.95,2314.51
2024.06.12,05:15:00,BUY,2314.67,2313.43,2314.87,2313.19,2314.67
2024.06.12,05:50:00,BUY,2313.97,2313.7,2314.3,2313.48,2313.97
2024.06.12,08:35:00,SELL,2312.96,2313.5,2313.69,2312.83,2312.96
2024.06.12,08:55:00,BUY,2315.04,2314.49,2315.41,2314.4,2315.04
2024.06.12,11:00:00,BUY,2315.61,2314.63,2315.78,2314.4,2315.61
2024.06.12,11:20:00,BUY,2314.55,2314.33,2314.7,2313.96,2314.55
2024.06.12,12:10:00,BUY,2314.48,2314.23,2315.41,2314.16,2314.48
2024.06.12,12:55:00,BUY,2314.1,2313.98,2314.58,2313.92,2314.1
2024.06.12,13:35:00,SELL,2313.49,2313.73,2313.8,2313.09,2313.49
2024.06.12,14:35:00,SELL,2312.7,2313.17,2313.37,2312.27,2312.7
2024.06.12,15:30:00,BUY,2325.06,2315.32,2328.53,2315.26,2325.06
2024.06.12,21:55:00,BUY,2322.81,2321.43,2325.16,2321.13,2322.81
2024.06.12,22:25:00,SELL,2316.7,2316.9,2318.13,2316.14,2316.7
2024.06.12,23:15:00,BUY,2323.36,2322.94,2324.78,2322.74,2323.36
2024.06.13,01:55:00,SELL,2322.01,2322.14,2322.23,2321.73,2322.01
2024.06.13,02:05:00,SELL,2321.22,2321.92,2322.0,2321.07,2321.22
2024.06.13,03:40:00,SELL,2319.8,2321.25,2321.46,2319.63,2319.8
2024.06.13,13:55:00,SELL,2316.39,2317.74,2317.84,2316.39,2316.39
2024.06.13,15:50:00,BUY,2323.26,2320.11,2323.31,2319.06,2323.26
2024.06.13,16:25:00,BUY,2319.04,2316.59,2319.22,2316.4,2319.04
2024.06.13,16:50:00,SELL,2311.28,2315.75,2315.75,2311.17,2311.28
2024.06.13,18:10:00,SELL,2309.68,2310.56,2311.85,2308.15,2309.68
2024.06.14,06:05:00,SELL,2306.2,2306.25,2306.25,2305.33,2306.2
2024.06.14,06:15:00,BUY,2308.33,2307.94,2308.71,2307.82,2308.33
2024.06.14,06:40:00,SELL,2305.15,2305.21,2305.64,2305.04,2305.15
2024.06.14,07:35:00,SELL,2304.82,2305.54,2305.54,2304.73,2304.82
2024.06.14,08:00:00,BUY,2306.35,2305.99,2306.66,2305.86,2306.35
2024.06.14,08:20:00,BUY,2307.09,2306.54,2307.11,2306.45,2307.09
2024.06.17,04:25:00,SELL,2326.5,2327.94,2328.06,2326.32,2326.5
2024.06.17,16:15:00,BUY,2325.51,2324.2,2326.35,2323.65,2325.51
2024.06.17,16:40:00,SELL,2319.79,2323.18,2323.2,2319.69,2319.79
2024.06.17,17:25:00,BUY,2326.2,2323.65,2326.61,2323.58,2326.2
2024.06.17,17:55:00,BUY,2324.54,2323.01,2324.73,2323.01,2324.54
2024.06.17,18:30:00,SELL,2314.43,2319.62,2319.73,2313.07,2314.43
2024.06.17,22:40:00,BUY,2320.17,2320.08,2320.51,2319.99,2320.17
2024.06.17,22:55:00,BUY,2320.26,2319.81,2320.65,2319.8,2320.26
2024.06.17,23:15:00,BUY,2320.0,2319.79,2320.71,2319.79,2320.0
2024.06.17,23:25:00,SELL,2319.16,2319.5,2319.61,2319.16,2319.16
2024.06.17,23:45:00,SELL,2318.81,2319.47,2319.57,2318.76,2318.81
2024.06.18,01:05:00,BUY,2320.23,2320.21,2320.26,2319.86,2320.23
2024.06.18,02:25:00,BUY,2319.96,2319.73,2319.96,2319.42,2319.96
2024.06.18,04:25:00,BUY,2321.61,2320.46,2321.9,2319.95,2321.61
2024.06.18,04:40:00,BUY,2322.19,2321.6,2322.52,2321.6,2322.19
2024.06.18,08:35:00,BUY,2323.14,2322.33,2323.81,2322.33,2323.14
2024.06.18,09:30:00,BUY,2321.12,2321.04,2321.63,2320.67,2321.12
2024.06.18,15:40:00,BUY,2322.21,2320.27,2322.43,2320.05,2322.21
2024.06.18,15:55:00,SELL,2313.96,2315.78,2315.8,2313.02,2313.96
2024.06.18,16:20:00,SELL,2317.43,2317.75,2318.52,2316.82,2317.43
2024.06.18,16:50:00,BUY,2324.45,2321.37,2326.15,2321.14,2324.45
2024.06.18,18:10:00,BUY,2323.27,2320.53,2323.44,2320.14,2323.27
2024.06.19,08:40:00,BUY,2327.92,2327.62,2328.16,2327.42,2327.92
2024.06.19,12:35:00,SELL,2328.15,2328.65,2328.76,2327.99,2328.15
2024.06.19,13:20:00,SELL,2329.0,2329.47,2329.5,2328.65,2329.0
2024.06.19,13:30:00,SELL,2328.58,2328.7,2329.46,2328.42,2328.58
2024.06.19,13:40:00,SELL,2328.6,2329.22,2329.48,2328.6,2328.6
2024.06.19,14:50:00,BUY,2330.92,2330.68,2331.06,2330.42,2330.92
2024.06.19,15:15:00,BUY,2330.41,2329.76,2330.51,2329.57,2330.41
2024.06.19,15:25:00,SELL,2327.21,2329.31,2329.33,2326.75,2327.21
2024.06.19,16:00:00,SELL,2328.33,2328.43,2328.49,2326.86,2328.33
2024.06.19,16:55:00,SELL,2328.23,2329.17,2329.37,2328.02,2328.23
2024.06.19,18:55:00,BUY,2329.86,2329.38,2329.86,2329.27,2329.86
2024.06.19,20:00:00,BUY,2329.57,2329.43,2329.62,2329.28,2329.57
2024.06.19,21:10:00,SELL,2328.74,2329.26,2329.26,2328.74,2328.74
2024.06.20,01:20:00,BUY,2330.28,2329.61,2330.63,2329.61,2330.28
2024.06.20,02:35:00,BUY,2329.62,2329.57,2329.75,2329.41,2329.62
2024.06.20,03:15:00,SELL,2329.05,2329.11,2329.11,2328.55,2329.05
2024.06.20,04:00:00,BUY,2333.78,2329.74,2334.15,2329.74,2333.78
2024.06.20,11:35:00,BUY,2334.39,2333.9,2334.5,2333.51,2334.39
2024.06.20,12:35:00,BUY,2335.24,2334.18,2335.32,2333.77,2335.24
2024.06.21,10:00:00,SELL,2357.14,2358.5,2358.66,2356.89,2357.14
2024.06.21,10:45:00,BUY,2362.44,2360.66,2362.64,2360.12,2362.44
2024.06.21,16:20:00,SELL,2357.24,2360.98,2361.43,2357.11,2357.24
2024.06.24,10:15:00,BUY,2325.32,2325.21,2325.35,2324.33,2325.32
2024.06.24,12:35:00,BUY,2326.05,2324.95,2326.06,2324.04,2326.05
2024.06.24,15:30:00,BUY,2326.46,2325.17,2327.13,2324.86,2326.46
2024.06.24,15:45:00,BUY,2325.82,2325.72,2326.66,2325.49,2325.82
2024.06.25,03:30:00,SELL,2329.02,2329.18,2329.84,2329.0,2329.02
2024.06.25,04:20:00,SELL,2327.99,2328.7,2328.72,2327.31,2327.99
2024.06.25,08:35:00,SELL,2326.48,2329.0,2329.13,2326.2,2326.48
2024.06.25,12:00:00,BUY,2329.79,2329.61,2329.85,2329.31,2329.79
2024.06.25,14:40:00,SELL,2328.33,2329.34,2329.5,2327.49,2328.33
2024.06.25,15:15:00,SELL,2328.17,2328.75,2328.88,2327.57,2328.17
2024.06.25,15:40:00,SELL,2326.29,2326.3,2327.82,2325.51,2326.29
2024.06.26,12:45:00,SELL,2316.6,2317.57,2317.64,2316.53,2316.6
2024.06.26,13:00:00,SELL,2315.07,2316.39,2316.48,2315.07,2315.07
2024.06.26,15:40:00,SELL,2315.11,2316.44,2316.51,2314.7,2315.11
2024.06.27,07:15:00,SELL,2300.41,2300.84,2301.01,2299.43,2300.41
2024.06.27,08:00:00,SELL,2300.35,2300.53,2300.63,2300.08,2300.35
2024.06.27,08:45:00,SELL,2298.18,2299.66,2299.66,2297.93,2298.18
2024.06.27,09:20:00,BUY,2300.21,2300.06,2301.02,2299.96,2300.21
2024.06.28,04:30:00,SELL,2320.92,2321.04,2321.13,2319.7,2320.92
2024.06.28,06:05:00,SELL,2322.89,2323.12,2323.3,2322.1,2322.89
2024.06.28,06:15:00,BUY,2323.96,2323.94,2324.99,2323.61,2323.96
2024.06.28,06:25:00,SELL,2322.69,2323.29,2323.31,2322.26,2322.69
2024.06.28,08:50:00,BUY,2326.38,2325.61,2327.1,2325.59,2326.38
2024.06.28,10:35:00,BUY,2325.99,2325.36,2326.19,2325.22,2325.99
2024.06.28,16:35:00,BUY,2330.92,2327.87,2331.06,2327.53,2330.92
2024.06.28,16:55:00,BUY,2330.4,2329.18,2331.09,2328.59,2330.4
2024.06.28,18:35:00,BUY,2329.92,2328.04,2330.16,2328.0,2329.92
2024.06.28,20:55:00,SELL,2326.89,2327.15,2327.16,2326.46,2326.89
2024.06.28,21:20:00,SELL,2327.57,2328.01,2328.12,2327.22,2327.57
2024.07.01,09:30:00,BUY,2328.21,2327.31,2328.21,2326.62,2328.21
2024.07.01,10:05:00,SELL,2325.37,2325.74,2325.91,2324.48,2325.37
2024.07.01,10:20:00,SELL,2324.67,2325.23,2325.86,2324.45,2324.67
2024.07.01,10:50:00,SELL,2325.27,2325.58,2325.62,2323.73,2325.27
2024.07.01,11:00:00,SELL,2322.83,2323.78,2324.39,2322.47,2322.83
2024.07.01,12:05:00,BUY,2327.79,2326.69,2327.85,2326.34,2327.79
2024.07.01,16:40:00,BUY,2332.8,2330.94,2333.3,2329.83,2332.8
2024.07.01,17:00:00,BUY,2332.24,2327.51,2333.47,2327.51,2332.24
2024.07.01,17:20:00,SELL,2321.91,2326.61,2326.67,2321.06,2321.91
2024.07.01,18:15:00,BUY,2328.69,2328.25,2329.01,2327.82,2328.69
2024.07.01,20:05:00,BUY,2328.44,2327.55,2328.53,2327.36,2328.44
2024.07.01,20:30:00,BUY,2329.79,2329.13,2329.9,2329.0,2329.79
2024.07.01,21:35:00,BUY,2328.62,2328.58,2328.78,2327.82,2328.62
2024.07.02,06:10:00,SELL,2329.19,2330.18,2330.28,2328.42,2329.19
2024.07.02,08:50:00,BUY,2330.28,2330.16,2330.85,2329.92,2330.28
2024.07.02,09:00:00,BUY,2331.02,2329.95,2331.1,2329.95,2331.02
2024.07.02,09:30:00,SELL,2327.76,2329.48,2329.49,2327.76,2327.76
2024.07.02,09:55:00,BUY,2330.82,2330.29,2331.22,2329.97,2330.82
2024.07.02,10:05:00,SELL,2327.6,2329.5,2329.5,2327.58,2327.6
2024.07.02,11:35:00,SELL,2328.99,2329.45,2329.52,2328.46,2328.99
2024.07.02,12:25:00,SELL,2328.97,2329.25,2329.72,2328.64,2328.97
2024.07.02,16:35:00,BUY,2330.76,2329.85,2331.91,2329.8,2330.76
2024.07.02,18:30:00,SELL,2326.69,2328.01,2328.65,2325.61,2326.69
2024.07.02,21:30:00,SELL,2326.21,2326.69,2326.73,2326.13,2326.21
2024.07.02,21:50:00,BUY,2328.33,2327.09,2328.37,2327.09,2328.33
2024.07.03,05:55:00,BUY,2328.96,2327.76,2329.32,2327.74,2328.96
2024.07.04,08:20:00,SELL,2355.92,2356.7,2356.74,2355.66,2355.92
2024.07.04,08:40:00,SELL,2356.46,2357.32,2357.32,2356.11,2356.46
2024.07.04,11:30:00,SELL,2355.7,2357.44,2357.63,2355.65,2355.7
2024.07.04,12:55:00,BUY,2357.81,2357.72,2357.97,2357.56,2357.81
2024.07.04,13:05:00,SELL,2357.0,2357.08,2357.39,2357.0,2357.0
2024.07.04,13:25:00,BUY,2358.49,2357.56,2358.57,2357.48,2358.49
2024.07.04,15:40:00,BUY,2358.44,2357.74,2358.7,2357.68,2358.44
2024.07.04,16:45:00,BUY,2358.4,2358.19,2358.69,2357.87,2358.4
2024.07.04,18:30:00,BUY,2359.65,2359.22,2360.09,2359.21,2359.65
2024.07.04,19:25:00,SELL,2357.63,2357.95,2358.01,2357.4,2357.63
2024.07.04,20:00:00,SELL,2357.67,2357.86,2358.05,2357.57,2357.67
2024.07.05,02:50:00,SELL,2356.76,2357.16,2357.53,2356.43,2356.76
2024.07.05,03:35:00,BUY,2358.42,2358.36,2358.63,2358.02,2358.42
2024.07.05,04:40:00,BUY,2358.24,2357.75,2358.44,2357.59,2358.24
2024.07.05,04:55:00,BUY,2358.41,2358.03,2359.43,2358.01,2358.41
2024.07.08,07:10:00,BUY,2383.96,2383.07,2384.0,2383.02,2383.96
2024.07.08,08:35:00,SELL,2383.12,2383.14,2383.49,2382.61,2383.12
2024.07.09,05:45:00,BUY,2365.98,2365.6,2366.71,2365.39,2365.98
2024.07.09,06:25:00,SELL,2363.83,2364.12,2364.38,2363.52,2363.83
2024.07.09,06:45:00,BUY,2366.69,2365.16,2366.73,2364.98,2366.69
2024.07.09,09:20:00,BUY,2364.21,2363.9,2364.89,2363.9,2364.21
2024.07.09,10:15:00,SELL,2361.77,2362.33,2362.66,2361.31,2361.77
2024.07.09,11:20:00,SELL,2360.3,2361.6,2361.7,2360.1,2360.3
2024.07.09,12:00:00,BUY,2362.56,2361.69,2362.8,2361.61,2362.56
2024.07.09,16:20:00,BUY,2363.81,2363.64,2363.95,2362.77,2363.81
2024.07.09,17:05:00,SELL,2360.78,2360.85,2362.21,2356.66,2360.78
2024.07.09,17:20:00,SELL,2360.85,2360.98,2362.21,2360.1,2360.85
2024.07.09,17:40:00,SELL,2361.11,2362.36,2362.71,2360.84,2361.11
2024.07.09,19:10:00,SELL,2360.96,2362.32,2362.41,2360.8,2360.96
2024.07.10,20:35:00,SELL,2372.32,2372.99,2373.06,2372.03,2372.32
2024.07.10,21:05:00,SELL,2371.65,2373.11,2373.11,2371.23,2371.65
2024.07.11,04:20:00,SELL,2373.62,2373.65,2374.38,2373.09,2373.62
2024.07.11,04:45:00,BUY,2375.89,2375.17,2376.08,2375.17,2375.89
2024.07.11,05:20:00,BUY,2375.16,2375.08,2375.59,2374.96,2375.16
2024.07.12,07:50:00,SELL,2409.4,2409.48,2409.68,2409.24,2409.4
2024.07.12,17:10:00,BUY,2409.21,2407.52,2410.91,2407.24,2409.21
2024.07.15,01:45:00,SELL,2407.3,2407.72,2407.84,2407.02,2407.3
2024.07.15,02:10:00,SELL,2406.9,2407.45,2407.7,2406.69,2406.9
2024.07.15,03:25:00,SELL,2407.05,2407.14,2407.91,2406.28,2407.05
2024.07.15,04:10:00,SELL,2405.28,2406.56,2407.64,2404.99,2405.28
2024.07.15,04:55:00,BUY,2410.08,2409.53,2410.4,2409.47,2410.08
2024.07.15,05:05:00,BUY,2410.23,2408.82,2410.43,2408.41,2410.23
2024.07.15,08:40:00,BUY,2410.57,2410.28,2411.11,2410.07,2410.57
2024.07.15,08:50:00,SELL,2408.72,2409.49,2409.89,2408.26,2408.72
2024.07.15,11:50:00,BUY,2411.43,2411.09,2412.13,2410.73,2411.43
2024.07.15,12:25:00,SELL,2409.19,2409.99,2410.29,2409.18,2409.19
2024.07.15,13:00:00,BUY,2411.26,2410.76,2412.52,2410.74,2411.26
2024.07.16,16:00:00,BUY,2433.63,2432.6,2434.31,2431.03,2433.63
2024.07.17,09:40:00,BUY,2467.11,2466.27,2467.59,2466.16,2467.11
2024.07.17,10:35:00,BUY,2468.33,2468.29,2469.83,2468.29,2468.33
2024.07.17,14:40:00,BUY,2472.38,2471.18,2472.65,2471.12,2472.38
2024.07.17,15:15:00,BUY,2473.43,2472.18,2473.57,2471.82,2473.43
2024.07.17,17:50:00,SELL,2467.04,2469.74,2470.77,2466.76,2467.04
2024.07.18,05:50:00,BUY,2465.12,2464.55,2465.13,2463.82,2465.12
2024.07.18,13:25:00,SELL,2462.29,2462.65,2462.83,2461.56,2462.29
2024.07.18,13:35:00,BUY,2464.28,2463.81,2465.27,2463.59,2464.28
2024.07.18,14:35:00,BUY,2465.05,2464.78,2465.34,2463.78,2465.05
2024.07.18,15:05:00,BUY,2466.01,2465.77,2466.6,2465.25,2466.01
2024.07.18,16:10:00,SELL,2461.48,2463.64,2463.84,2460.36,2461.48
2024.07.18,17:50:00,BUY,2469.32,2465.51,2469.42,2465.21,2469.32
2024.07.18,18:45:00,SELL,2462.37,2464.2,2464.57,2462.37,2462.37
2024.07.22,01:25:00,BUY,2410.51,2409.36,2411.15,2408.7,2410.51
2024.07.22,03:25:00,BUY,2408.99,2407.74,2409.17,2407.74,2408.99
2024.07.22,04:15:00,BUY,2409.72,2408.06,2410.28,2407.95,2409.72
2024.07.22,05:20:00,SELL,2404.11,2404.42,2404.87,2403.39,2404.11
2024.07.22,05:50:00,BUY,2407.44,2407.2,2408.25,2407.2,2407.44
2024.07.22,07:15:00,BUY,2405.52,2405.5,2406.03,2405.3,2405.52
2024.07.22,07:40:00,BUY,2405.56,2405.5,2405.74,2404.86,2405.56
2024.07.22,07:55:00,BUY,2405.63,2405.01,2406.46,2404.9,2405.63
2024.07.22,09:10:00,SELL,2401.21,2402.05,2402.92,2400.76,2401.21
2024.07.22,09:55:00,SELL,2402.4,2403.1,2403.13,2401.94,2402.4
2024.07.22,10:25:00,SELL,2403.1,2403.13,2404.13,2402.48,2403.1
2024.07.22,10:35:00,SELL,2403.45,2403.69,2403.79,2402.61,2403.45
2024.07.22,11:05:00,SELL,2402.99,2403.93,2404.15,2402.83,2402.99
2024.07.22,11:40:00,SELL,2402.89,2403.4,2403.88,2402.7,2402.89
2024.07.22,13:30:00,BUY,2406.3,2405.11,2406.64,2404.91,2406.3
2024.07.22,14:20:00,SELL,2402.91,2404.25,2404.26,2402.65,2402.91
2024.07.22,14:35:00,SELL,2402.43,2403.8,2403.9,2401.9,2402.43
2024.07.22,23:40:00,SELL,2396.85,2397.84,2397.84,2396.82,2396.85
2024.07.23,01:05:00,SELL,2397.2,2397.66,2397.71,2396.99,2397.2
2024.07.23,03:30:00,BUY,2398.44,2397.33,2398.57,2397.32,2398.44
2024.07.23,06:15:00,BUY,2397.34,2397.17,2398.16,2396.59,2397.34
2024.07.23,08:20:00,SELL,2394.98,2395.17,2395.38,2394.22,2394.98
2024.07.23,10:45:00,BUY,2396.64,2395.53,2398.35,2395.53,2396.64
2024.07.23,17:00:00,BUY,2402.33,2402.02,2404.02,2401.86,2402.33
2024.07.23,17:25:00,BUY,2404.13,2402.28,2404.77,2402.06,2404.13
2024.07.24,04:35:00,BUY,2408.24,2407.11,2409.22,2407.1,2408.24
2024.07.24,12:35:00,BUY,2413.04,2410.88,2413.11,2410.8,2413.04
2024.07.24,14:40:00,BUY,2415.2,2414.23,2415.32,2413.85,2415.2
2024.07.24,20:20:00,SELL,2415.16,2415.41,2415.47,2414.09,2415.16
2024.07.26,04:35:00,BUY,2368.25,2367.35,2368.85,2367.14,2368.25
2024.07.29,10:30:00,BUY,2393.25,2392.18,2394.04,2391.69,2393.25
2024.07.29,11:20:00,SELL,2389.41,2390.61,2390.63,2388.47,2389.41
2024.07.29,12:15:00,BUY,2392.46,2392.04,2393.2,2391.84,2392.46
2024.07.29,12:40:00,SELL,2390.4,2391.17,2391.38,2390.39,2390.4
2024.07.29,12:55:00,BUY,2392.84,2392.41,2393.21,2392.41,2392.84
2024.07.29,14:30:00,SELL,2389.57,2390.55,2391.1,2389.15,2389.57
2024.07.29,16:10:00,BUY,2394.43,2393.73,2395.94,2393.72,2394.43
2024.07.29,17:15:00,SELL,2389.58,2390.78,2391.51,2388.92,2389.58
2024.07.30,06:40:00,BUY,2384.86,2384.14,2384.86,2383.86,2384.86
2024.07.30,18:40:00,SELL,2384.32,2386.58,2386.6,2383.68,2384.32
2024.07.30,19:20:00,BUY,2389.4,2388.27,2389.96,2388.17,2389.4
2024.08.01,11:25:00,SELL,2436.72,2439.47,2440.65,2436.33,2436.72
2024.08.01,14:55:00,SELL,2440.83,2441.53,2442.4,2440.81,2440.83
2024.08.01,15:20:00,BUY,2445.17,2444.35,2446.06,2444.35,2445.17
2024.08.01,17:30:00,BUY,2450.62,2445.2,2450.7,2445.19,2450.62
2024.08.01,18:00:00,BUY,2449.53,2448.62,2451.81,2447.45,2449.53
2024.08.01,18:15:00,BUY,2446.43,2446.26,2448.28,2445.74,2446.43
2024.08.01,19:05:00,BUY,2446.0,2445.62,2446.32,2444.65,2446.0
2024.08.01,19:15:00,BUY,2446.33,2445.85,2447.41,2445.22,2446.33
2024.08.01,19:25:00,BUY,2446.34,2445.44,2446.78,2444.71,2446.34
2024.08.01,23:45:00,BUY,2444.58,2443.06,2444.58,2443.06,2444.58
